timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
4128906,4205812,5.3,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,52.75,67.82,59.43,,210,157.25,262.75,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,157.25,0.0,0.2999999999999998,0.10000000000000053,0.25
4129481,4206389,5.2,5.2,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.22,61.89,61.89,,210,153.78,266.22,33.918933,-84.278994,33.918972,-84.279075,33.918933,-84.278994,153.78,0.6,0.39999999999999947,0.39999999999999947,3.219999999999999
4130053,4206961,5.3,5.1,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.18,59.85,63.97,,210,153.82,266.18,33.918934,-84.278995,33.918972,-84.279074,33.918934,-84.278995,153.82,0.7,0.2999999999999998,0.5,3.180000000000007
4130616,4207535,4.7,5.4,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,57.54,68.42,54.03,,210,152.46,267.54,33.918932,-84.278992,33.918973,-84.279077,33.918932,-84.278992,152.46,0.5,0.8999999999999995,0.1999999999999993,4.539999999999992
4131186,4208103,5.2,5.2,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.22,61.89,61.89,,210,153.78,266.22,33.918933,-84.278994,33.918972,-84.279075,33.918933,-84.278994,153.78,0.6,0.39999999999999947,0.39999999999999947,3.219999999999999
4131761,4208674,5.2,5.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.63,63.22,61.15,,210,154.37,265.63,33.918932,-84.278994,33.918971,-84.279076,33.918932,-84.278994,154.37,0.5,0.39999999999999947,0.2999999999999998,2.6299999999999955
4132339,4209248,5.3,5.1,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.18,59.85,63.97,,210,153.82,266.18,33.918934,-84.278995,33.918972,-84.279074,33.918934,-84.278995,153.82,0.7,0.2999999999999998,0.5,3.180000000000007
4132916,4209816,4.1,5.0,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,64.27,66.81,48.92,,210,145.73000000000002,274.27,33.918938,-84.278988,33.918978,-84.279073,33.918938,-84.278988,145.73000000000002,1.3,1.5,0.5999999999999996,11.269999999999982
4133492,4210387,5.1,6.0,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,51.62,73.71,54.67,,210,158.38,261.62,33.918925,-84.278995,33.918967,-84.279083,33.918925,-84.278995,158.38,0.3,0.5,0.40000000000000036,1.3799999999999955
4134063,4210972,5.3,5.1,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.18,59.85,63.97,,210,153.82,266.18,33.918934,-84.278995,33.918972,-84.279074,33.918934,-84.278995,153.82,0.7,0.2999999999999998,0.5,3.180000000000007
